[2023-04-26T16:50:23.315Z] [SEALIGHTS] 2023-04-26 16:50:23,170 INFO  [1531|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/AuditModel' was instrumented for code coverage (methods: total=23, instrumented=22), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:50:55.876Z] [SEALIGHTS] 2023-04-26 16:50:55,847 INFO  [1531|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/service/helper/CoreModelHelper' was instrumented for code coverage (methods: total=8, instrumented=7), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:50:55.876Z] [SEALIGHTS] 2023-04-26 16:50:55,857 INFO  [1531|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/Strategy$StrategyBuilder' was instrumented for code coverage (methods: total=36, instrumented=27), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:50:55.876Z] [SEALIGHTS] 2023-04-26 16:50:55,858 INFO  [1531|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/Strategy$StrategyBuilderImpl' was instrumented for code coverage (methods: total=11, instrumented=3), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:50:55.876Z] [SEALIGHTS] 2023-04-26 16:50:55,861 INFO  [1531|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/service/helper/VehicleHelper' was instrumented for code coverage (methods: total=11, instrumented=10), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:02.783Z] [SEALIGHTS] 2023-04-26 16:51:02,258 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/AITest' was instrumented for code coverage (methods: total=7, instrumented=7), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:02.783Z] [SEALIGHTS] 2023-04-26 16:51:02,442 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/Benchmark' was instrumented for code coverage (methods: total=26, instrumented=25), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:02.783Z] [SEALIGHTS] 2023-04-26 16:51:02,458 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/AVehicle' was instrumented for code coverage (methods: total=39, instrumented=39), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:02.783Z] [SEALIGHTS] 2023-04-26 16:51:02,464 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/AuditModel' was instrumented for code coverage (methods: total=22, instrumented=22), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:02.783Z] [SEALIGHTS] 2023-04-26 16:51:02,468 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/AModel' was instrumented for code coverage (methods: total=10, instrumented=10), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:02.783Z] [SEALIGHTS] 2023-04-26 16:51:02,471 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/CustomBenchmark' was instrumented for code coverage (methods: total=16, instrumented=15), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:02.783Z] [SEALIGHTS] 2023-04-26 16:51:02,473 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/AssetClassAllocation' was instrumented for code coverage (methods: total=17, instrumented=17), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:02.783Z] [SEALIGHTS] 2023-04-26 16:51:02,479 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/VehicleHolding' was instrumented for code coverage (methods: total=43, instrumented=42), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:02.784Z] [SEALIGHTS] 2023-04-26 16:51:02,480 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/Correlatable' methods weren't instrumented for code coverage (total methods:2)
[2023-04-26T16:51:02.784Z] [SEALIGHTS] 2023-04-26 16:51:02,484 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/MeasureData' was instrumented for code coverage (methods: total=15, instrumented=15), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:02.784Z] [SEALIGHTS] 2023-04-26 16:51:02,521 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/Application' was instrumented for code coverage (methods: total=2, instrumented=2), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:02.784Z] [SEALIGHTS] 2023-04-26 16:51:02,592 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/AITest$SecurityConfiguration' was instrumented for code coverage (methods: total=2, instrumented=2), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:02.784Z] [SEALIGHTS] 2023-04-26 16:51:02,647 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/coregrid/model/data/CoreGridVehicleAllocation' was instrumented for code coverage (methods: total=11, instrumented=11), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:02.784Z] [SEALIGHTS] 2023-04-26 16:51:02,650 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/coregrid/model/data/CoreGridTreeNode' was instrumented for code coverage (methods: total=21, instrumented=21), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:02.784Z] [SEALIGHTS] 2023-04-26 16:51:02,652 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/coregrid/model/data/CoreGridAssetClassAllocation' was instrumented for code coverage (methods: total=11, instrumented=11), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:02.784Z] [SEALIGHTS] 2023-04-26 16:51:02,654 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/coregrid/model/data/CoreGrid' was instrumented for code coverage (methods: total=15, instrumented=15), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:02.784Z] [SEALIGHTS] 2023-04-26 16:51:02,679 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/metrics/model/PortfolioRiskMetrics' was instrumented for code coverage (methods: total=14, instrumented=14), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:02.784Z] [SEALIGHTS] 2023-04-26 16:51:02,716 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/PermissionType' was instrumented for code coverage (methods: total=6, instrumented=6), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:02.785Z] [SEALIGHTS] 2023-04-26 16:51:02,738 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/vehicle/VehicleResolutionCriteria' was instrumented for code coverage (methods: total=11, instrumented=11), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:02.785Z] [SEALIGHTS] 2023-04-26 16:51:02,745 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/data/assetclass/AssetClassResolutionCriteria' was instrumented for code coverage (methods: total=11, instrumented=11), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:03.334Z] [SEALIGHTS] 2023-04-26 16:51:03,052 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/controller/BenchmarkV1Controller' was instrumented for code coverage (methods: total=2, instrumented=2), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:06.352Z] [SEALIGHTS] 2023-04-26 16:51:06,043 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/config/ignite/IgniteConfigProperties' was instrumented for code coverage (methods: total=7, instrumented=7), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:06.624Z] [SEALIGHTS] 2023-04-26 16:51:06,437 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/test/wiremock/WiremockCustomizer' was instrumented for code coverage (methods: total=3, instrumented=3), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:06.624Z] [SEALIGHTS] 2023-04-26 16:51:06,439 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/common/aws/AwsSecretsManagerRetriever' was instrumented for code coverage (methods: total=4, instrumented=4), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:06.624Z] [SEALIGHTS] 2023-04-26 16:51:06,440 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/config/cache/CacheManagement' was instrumented for code coverage (methods: total=6, instrumented=6), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:06.624Z] [SEALIGHTS] 2023-04-26 16:51:06,449 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/config/database/MyBatisOracleDpiConfig' was instrumented for code coverage (methods: total=7, instrumented=7), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:06.624Z] [SEALIGHTS] 2023-04-26 16:51:06,451 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/config/ignite/IgniteSystemPropertiesConfiguration' was instrumented for code coverage (methods: total=5, instrumented=5), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:06.624Z] [SEALIGHTS] 2023-04-26 16:51:06,452 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/config/resource/StaticResourceConfiguration' was instrumented for code coverage (methods: total=2, instrumented=2), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:06.624Z] [SEALIGHTS] 2023-04-26 16:51:06,453 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/config/rest/AssetClassMappingRestTemplateConfiguration' was instrumented for code coverage (methods: total=2, instrumented=2), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:06.624Z] [SEALIGHTS] 2023-04-26 16:51:06,457 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/config/rest/common/AbstractRestTemplateConfiguration' was instrumented for code coverage (methods: total=61, instrumented=61), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:06.624Z] [SEALIGHTS] 2023-04-26 16:51:06,460 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/config/rest/CoreGridRestTemplateConfiguration' was instrumented for code coverage (methods: total=2, instrumented=2), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:06.624Z] [SEALIGHTS] 2023-04-26 16:51:06,461 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/config/rest/MetricsRestTemplateConfiguration' was instrumented for code coverage (methods: total=2, instrumented=2), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:06.624Z] [SEALIGHTS] 2023-04-26 16:51:06,461 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/config/rest/VehicleServiceRestTemplateConfiguration' was instrumented for code coverage (methods: total=2, instrumented=2), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:06.624Z] [SEALIGHTS] 2023-04-26 16:51:06,464 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/config/rest/WeaveRestTemplateConfiguration' was instrumented for code coverage (methods: total=2, instrumented=2), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:06.624Z] [SEALIGHTS] 2023-04-26 16:51:06,465 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/config/security/NoAuthSecurityConfigurerAdapter' was instrumented for code coverage (methods: total=2, instrumented=2), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:06.624Z] [SEALIGHTS] 2023-04-26 16:51:06,466 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/controller/AdminV1Controller' was instrumented for code coverage (methods: total=2, instrumented=2), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:06.624Z] [SEALIGHTS] 2023-04-26 16:51:06,468 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/exception/common/ExceptionHelper' was instrumented for code coverage (methods: total=4, instrumented=4), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:06.624Z] [SEALIGHTS] 2023-04-26 16:51:06,469 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/exception/common/GraphqlExceptionHandler' was instrumented for code coverage (methods: total=5, instrumented=5), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:06.624Z] [SEALIGHTS] 2023-04-26 16:51:06,471 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/exception/common/RestExceptionHandler' was instrumented for code coverage (methods: total=3, instrumented=3), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:06.624Z] [SEALIGHTS] 2023-04-26 16:51:06,473 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/graphql/query/AnalyticsQuery' was instrumented for code coverage (methods: total=3, instrumented=3), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:06.624Z] [SEALIGHTS] 2023-04-26 16:51:06,473 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/graphql/query/Query' was instrumented for code coverage (methods: total=1, instrumented=1), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:06.624Z] [SEALIGHTS] 2023-04-26 16:51:06,476 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/graphql/query/BenchmarkQuery' was instrumented for code coverage (methods: total=4, instrumented=4), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:06.624Z] [SEALIGHTS] 2023-04-26 16:51:06,477 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/graphql/query/UserQuery' was instrumented for code coverage (methods: total=3, instrumented=3), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:06.624Z] [SEALIGHTS] 2023-04-26 16:51:06,478 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/graphql/scalar/GraphQLLocalDate' was instrumented for code coverage (methods: total=3, instrumented=3), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:06.624Z] [SEALIGHTS] 2023-04-26 16:51:06,482 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/assetclassMapping/service/AssetClassMappingService' was instrumented for code coverage (methods: total=3, instrumented=3), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:06.624Z] [SEALIGHTS] 2023-04-26 16:51:06,483 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/betamodel/service/BetaModelService' was instrumented for code coverage (methods: total=3, instrumented=3), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:06.624Z] [SEALIGHTS] 2023-04-26 16:51:06,485 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/coregrid/service/CoreGridService' was instrumented for code coverage (methods: total=8, instrumented=8), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:06.624Z] [SEALIGHTS] 2023-04-26 16:51:06,491 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/coremodel/service/CoreModelService' was instrumented for code coverage (methods: total=8, instrumented=8), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:06.624Z] [SEALIGHTS] 2023-04-26 16:51:06,493 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/entitlements/service/WeaveEntitlementService' was instrumented for code coverage (methods: total=6, instrumented=6), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:06.624Z] [SEALIGHTS] 2023-04-26 16:51:06,494 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/integration/metrics/service/MetricsService' was instrumented for code coverage (methods: total=3, instrumented=3), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:06.625Z] [SEALIGHTS] 2023-04-26 16:51:06,495 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/mybatis/ClassificationTreeTypeHandler' was instrumented for code coverage (methods: total=9, instrumented=5), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:06.625Z] [SEALIGHTS] 2023-04-26 16:51:06,502 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/mybatis/MyBatisInterceptor' was instrumented for code coverage (methods: total=5, instrumented=5), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:06.625Z] [SEALIGHTS] 2023-04-26 16:51:06,504 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/service/AnalyticsService' was instrumented for code coverage (methods: total=3, instrumented=3), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:06.625Z] [SEALIGHTS] 2023-04-26 16:51:06,508 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/service/BenchmarkService' was instrumented for code coverage (methods: total=35, instrumented=35), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:06.625Z] [SEALIGHTS] 2023-04-26 16:51:06,510 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/service/ExternalAssetClassService' was instrumented for code coverage (methods: total=3, instrumented=3), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:06.625Z] [SEALIGHTS] 2023-04-26 16:51:06,512 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/service/ExternalVehicleService' was instrumented for code coverage (methods: total=3, instrumented=3), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:06.625Z] [SEALIGHTS] 2023-04-26 16:51:06,513 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/service/InstrumentMeasureDataService' was instrumented for code coverage (methods: total=8, instrumented=8), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:06.625Z] [SEALIGHTS] 2023-04-26 16:51:06,514 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/service/RiskMetricsAssistService' was instrumented for code coverage (methods: total=9, instrumented=9), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:06.625Z] [SEALIGHTS] 2023-04-26 16:51:06,515 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/service/TraceService' was instrumented for code coverage (methods: total=5, instrumented=5), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:06.625Z] [SEALIGHTS] 2023-04-26 16:51:06,517 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/service/UserService' was instrumented for code coverage (methods: total=6, instrumented=6), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:06.625Z] [SEALIGHTS] 2023-04-26 16:51:06,518 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/service/VehicleService' was instrumented for code coverage (methods: total=15, instrumented=15), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:06.625Z] [SEALIGHTS] 2023-04-26 16:51:06,520 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/service/helper/BenchmarkMetricsServiceHelper' was instrumented for code coverage (methods: total=7, instrumented=7), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:06.625Z] [SEALIGHTS] 2023-04-26 16:51:06,521 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/service/helper/PortfolioMetricsServiceHelper' was instrumented for code coverage (methods: total=5, instrumented=5), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:07.600Z] [SEALIGHTS] 2023-04-26 16:51:07,270 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/config/ignite/JcachePerformanceLoggingAspect' was instrumented for code coverage (methods: total=3, instrumented=3), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:07.600Z] [SEALIGHTS] 2023-04-26 16:51:07,295 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/config/rest/common/AbstractRestTemplateConfiguration$X509AwsSecretsManagerProperties' was instrumented for code coverage (methods: total=11, instrumented=11), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:07.600Z] [SEALIGHTS] 2023-04-26 16:51:07,297 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/config/rest/common/AbstractRestTemplateConfiguration$X509KeystoreProperties' was instrumented for code coverage (methods: total=11, instrumented=11), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:08.829Z] [SEALIGHTS] 2023-04-26 16:51:08,624 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/common/aws/AwsClientException' was instrumented for code coverage (methods: total=2, instrumented=2), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:08.829Z] [SEALIGHTS] 2023-04-26 16:51:08,648 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/exception/ApplicationRestClientException' was instrumented for code coverage (methods: total=4, instrumented=4), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:08.829Z] [SEALIGHTS] 2023-04-26 16:51:08,649 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/exception/ApplicationRuntimeException' was instrumented for code coverage (methods: total=5, instrumented=4), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
[2023-04-26T16:51:08.829Z] [SEALIGHTS] 2023-04-26 16:51:08,650 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/mapper/dpi/IInstrumentMapper' methods weren't instrumented for code coverage (total methods:5)
[2023-04-26T16:51:08.829Z] [SEALIGHTS] 2023-04-26 16:51:08,654 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/mapper/dpi/ICustomBenchmarkMapper' methods weren't instrumented for code coverage (total methods:1)
[2023-04-26T16:51:08.829Z] [SEALIGHTS] 2023-04-26 16:51:08,655 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/model/mapper/IMapper' methods weren't instrumented for code coverage (total methods:5)
[2023-04-26T16:51:08.830Z] [SEALIGHTS] 2023-04-26 16:51:08,656 INFO  [2049|main        |001] i.s.o.a.t.c.CustomerClassTransformer : Class 'com/jpmorgan/awm/dpi/exception/ApplicationException' was instrumented for code coverage (methods: total=4, instrumented=4), class loader: 'jdk.internal.loader.ClassLoaders$AppClassLoader@512ddf17'
